15,21
55,57
26,30
55,66
15,30
67,68
67,77
26,35,42
15,39
26,39
55,75
17,58
8,9
0,5
9,72
0,14
14,25,37
25,32,33
40,68
21,64
73,74
62,74
33,38
25,34
73,83
3,6
33,56
31,86
74,75
35,65
16,70
36,48
9,49
21,32
80,81
0,9
9,76
40,45
58,90
80,90
81,82
73,78
81,91
54,74
25,38
62,87
31,81
37,40,44
14,19
22,32
13,51
5,11,13
14,37
66,75
3,37
16,65
55,56
17,39
88,90
55,65
36,70
28,66
29,31
21,27
28,75
6,38
50,90
19,84
2,13
62,64
26,38,42
33,37
81,86
25,33
73,82
3,5
39,89
84,88
3,14
22,27
51,63
4,77
14,23
13,55
4,88,90
17,25
1,71
65,74
36,38
28,34
55,60
28,43
9,39
17,52
46,88
29,35
40,44
61,76
80,89
10,12
39,48
2,8
0,75
54,55
62,68
25,28
62,77
73,77
2,35
3,9
43,45
51,67
87,88
35,59
4,90
35,68
65,69
28,29
1,75
36,42
76,78
65,78
17,38
57,74
88,89
28,38
28,47
9,52
58,66
21,26
27,60
58,75
69,75
6,37
80,84
1,2,9
27,78
50,89
4,62,77
19,83
2,12
83,86
62,63
39,70
24,27
20,75
3,4
32,40
12,71
24,36
35,36
23,71
16,32
23,80
23,89
53,90
34,86
9,11
57,60
65,73
28,33
17,33
68,69
28,42
57,78
17,42
50,57
8,51
21,30
61,75
27,82
39,47
19,78
8,78
83,90
13,22
20,70
32,35
53,67
4,62
32,44
12,75
24,40
1,38
72,89
16,36
35,40
5,8
17,19
1,65
3,84
37,86
17,28
83,89,90
76,77
65,77
17,37
57,73
6,9
27,50
79,88
8,46
42,48
19,46
27,68
27,77
39,42
27,40,68,71
19,73
20,38
42,75
83,85
2,11
52,79
75,90
34,58
53,71
25,89
1,42
56,76
87,91
22,83
5,12
3,79
52,79,89
57,59
65,72
49,55
37,90
57,68
68,77
57,77
6,13
85,89
19,32
79,83
42,43
82,88
48,86
20,33
23,29
12,29
75,76
83,89
4,34
23,47
1,10
33,88
16,17
65,66,77
64,66
53,66
56,62
64,75
53,75
1,37
14,65
37,76
3,74
86,90
37,85
65,67
57,63
14,23,37
15,57
57,72
7,53
19,27
8,27
27,40
20,26,42
79,87
50,51
48,81
82,83
42,47
60,64
4,11
12,33
1,2,65
83,84
1,5
1,14
33,83
34,48
36,38,42
37,44
72,74
45,57
1,32
56,66
2,9,12
56,75
26,34
67,72
5,11
37,80
67,81
57,58
89,90
67,90
8,13
27,35
79,82
63,65
30,40
19,40
90,91
63,74
35,38,42
31,32
33,51
60,77
4,24
23,37
52,82
1,9
33,78
22,41
53,56
33,87
85,88
3,55
26,29
15,29
5,6
58,60,64
26,38
67,76
38,40
86,89
59,72
26,47
67,85
15,47
37,75
38,49
27,30
11,13
17,84
0,13
8,35
19,35
30,35
53,60,65
63,69
29,67
63,78
82,91
37,86,88
4,10
33,46
21,90
60,72
52,68
1,4
34,38
1,13
25,87
37,52
56,65
22,72
55,69
55,78
67,80
26,42
18,38
8,12
0,8
32,34,89
9,75
8,21
17,88
19,21
63,73
6,69
1,11,13
4,5
40,89
29,89
25,37
81,90
52,63
2,53
3,27
10,75
74,78
22,40
51,76
37,38
85,87
14,45
3,45
53,55,75
59,62
15,37
55,73
67,75
26,46
28,65
29,39
70,89
0,3
65,73,74
40,48
0,12
40,57
63,68
81,85
25,32
21,80
62,81
25,41
73,90
25,50
3,13
74,89
62,75,77
2,75
14,40
37,42
85,91
13,72
55,59
15,23
40,68,71
26,32
28,51
59,66
55,77
59,75
70,75
9,65
28,78
40,43
0,7
9,74
21,39
26,29,35,42
80,88
40,52
21,48
25,27
62,76
33,40
81,89
25,36
54,72
25,45
3,8
51,57
2,52
22,30
23,84
14,26
74,77
51,75
85,86
13,67
14,58,59
14,44
55,63
59,61
9,42
55,72
9,51
77,78
21,25
21,34
80,83
33,35
81,84
25,40
2,38
51,52
54,85
32,48
3,12
84,86
20,83
4,75
66,68
1,12,75
66,77
28,32
17,32
55,58
17,41
35,89
55,67
57,86
17,50
58,60
9,55
5,75
40,42
29,42
9,73
27,33,78
80,87
1,2,12
21,47
8,77
62,66
25,26
10,37
62,75
25,35
32,34
12,65
35,39
32,52
35,48
14,25
35,57
32,70
17,27
13,75
36,40
17,36
28,36
6,8
58,64
21,33
80,82
27,76
80,91
8,81
12,51
54,75
32,38
87,90
13,52
32,65
17,22
27,40,71
17,40
28,40
88,91
68,76
57,76
58,59
69,77
80,86
31,41
2,5
83,88
32,33
72,78
35,38
24,38
32,51
84,89
65,66
17,26
57,62
65,75
9,22
36,39
57,71
17,35
28,35
38,67
55,65,77
28,44
9,40
46,89
5,51
79,86
27,48
42,46
27,57
58,72
69,72
61,68
19,62
20,27
27,75
20,36
20,38,42
10,13
23,32
19,80
2,9
53,60
4,55
16,20
72,73
43,46
45,65
24,42
35,42
53,78
87,89
53,56,66
35,51
5,10
46,57
28,30
17,30
57,66
9,26
65,79
57,75
5,37
46,75
27,34
27,43
22,32,40
30,39
49,89
79,90
27,52
82,86
30,48
61,63
8,57
20,22
23,27
19,75
8,75
20,40
2,4
31,40
1,8
31,58
2,12,75
52,90
53,55
53,64
56,60
53,73
38,39
86,88
9,12
15,55
38,75
30,34
63,77
8,52
82,90
27,65
12,13
20,35
23,31
4,27
27,28,32
75,78
52,76
83,91
33,72
1,3
1,12
45,46
1,21
53,59
53,68
56,64
22,62
53,77
3,5,8
34,73
5,9
17,40,44
57,65
46,65
19,20
8,20
27,33
19,29
27,42
79,80
30,38
19,38
79,89
27,51
8,47
48,83
30,47
63,90
60,66
14,37,40
4,13
60,75
26,29,42
52,89
22,48
1,25
37,46
25,81
56,59
25,90
15,27
56,77
26,27
22,75
26,36
15,36
5,13
18,32
86,87
26,45
67,83
67,74
47,86
27,28
0,11
27,37
19,33
8,33
79,84
63,67
27,46
63,76
82,89
20,25
4,8
75,77
1,2
22,34
1,11
2,65
10,78
22,43
53,58
33,89
14,57
15,22
22,70
3,57
15,31
26,31
59,65
58,60,66
67,78
26,40
86,91
38,42
70,74
15,40
3,75
55,76
0,6
8,19
27,32
29,60
71,75
19,37
81,88
60,65
25,44
33,57
2,51
22,29
25,62
1,6
34,40
56,58
7,13
3,61
15,26
55,62
18,22
26,35
18,31
70,78
89,91
67,91
0,10
40,46
9,77
63,66
63,75
25,30
62,88
